week_start,gateway_id,meters_expected,meters_read
2025-09-15,0E6ACE6D3146,315,315
2025-09-15,0E6D2CBAED41,146,130
2025-09-15,0E752F1B295C,323,242
2025-09-15,0E7A8A5414C2,235,221
2025-09-15,0E892C46A442,150,146
2025-09-15,0E89F7D5B5BD,259,238
2025-09-15,0E8B8566815B,267,239
2025-09-15,0E8CF9CA526F,40,40
2025-09-15,0E8F36DAB9C2,125,107
2025-09-15,0E9761D8EB58,324,98
2025-09-15,0E9A30D927A5,301,284
2025-09-15,0E9DC914D8DF,151,141
2025-09-15,0EA0447DA91C,134,112
2025-09-15,0EA22CFA3A24,141,132
2025-09-15,0EA52A2A7581,144,130
2025-09-15,0EAEFEAEFB09,330,311
2025-09-15,0EB04F2114F4,259,254
2025-09-15,0EB6B31D8AFB,196,187
2025-09-15,0EBF1B27CDE1,61,57
2025-09-15,0EC8A35D0C20,151,123
2025-09-15,0ED0849FD6D8,80,75
2025-09-15,0ED1E9DBD593,282,240
2025-09-15,0ED4052A2763,273,248
2025-09-15,0ED5057ECE3F,357,316
2025-09-15,0EDC7177CCA9,72,69
2025-09-15,0EE071F7B24A,142,73
2025-09-15,0EE09EDA649F,259,235
2025-09-15,0EE317BA7C52,107,48
2025-09-15,0EE51B79E853,97,95
2025-09-15,0EE78E4317BB,92,88
2025-09-15,0EE9497950EE,769,717
2025-09-15,0EEA98D1BFDB,587,529
2025-09-15,0EECB108FF91,138,132
2025-09-15,0EF023E6452D,123,108
2025-09-15,0EF08481B333,247,238
2025-09-15,0EF437108E63,279,108
2025-09-15,0EF47B410B41,137,130
2025-09-15,0EFD600E2623,149,140
2025-09-22,0202CB0A6B1F,166,154
2025-09-22,02043B6BA08B,475,436
2025-09-22,02075B45BF24,146,91
2025-09-22,02091DF7CCB8,128,58
2025-09-22,02097AB58D3C,315,294
2025-09-22,020CC6FB9659,208,187
2025-09-22,02132677328F,311,122
2025-09-22,02142F017781,214,199
2025-09-22,02145826103B,129,113
2025-09-22,0217820BFFB2,162,148
2025-09-22,021D82B56A3F,131,114
2025-09-22,02251388D3A2,92,80
2025-09-22,0228A99EE35A,121,115
2025-09-22,022C6F326E3B,156,145
2025-09-22,022DB47C41AC,136,131
2025-09-22,023015602FAA,179,172
2025-09-22,0230D261A1CD,240,152
2025-09-22,0230EEF72435,351,346
2025-09-22,02314F9A9168,194,182
2025-09-22,023257D29366,221,212
2025-09-22,023270320B57,127,118
2025-09-22,02388A18854F,93,90
2025-09-22,0239AD51B7AF,109,101
2025-09-22,023A663EFD87,202,195
2025-09-22,023AD5204E1C,90,87
2025-09-22,023ADDDECF84,60,51
2025-09-22,02423E0E6E9F,297,261
2025-09-22,024570739DE0,106,101
2025-09-22,02478CD90F3A,106,93
2025-09-22,024DD3A9ADCA,187,174
2025-09-22,024ED433BF7D,86,71
2025-09-22,0253BB40EDA6,281,268
2025-09-22,0257E855DBCE,125,62
2025-09-22,0259991BA036,579,357
2025-09-22,026A6007FA48,208,173
2025-09-22,027137436C87,482,464
2025-09-22,0278E06A2F67,90,88
2025-09-22,0279D2AC6ACE,295,285
2025-09-22,027B2DC4EA84,294,290
2025-09-22,027D07FC97FC,158,123
2025-09-22,027FE9CED489,67,59
2025-09-22,028764AA026E,119,103
2025-09-22,02892F51E1CB,127,113
2025-09-22,0289694A6E5B,155,139
2025-09-22,028B24EADDAD,211,199
2025-09-22,028CC0AE5719,185,168
2025-09-22,0293918A963F,102,101
2025-09-22,02980E461859,122,119
2025-09-22,029A2B32D17E,194,166
2025-09-22,029C03C2BF19,107,90
2025-09-22,029DA26B1A92,109,104
2025-09-22,02A80292CB97,106,91
2025-09-22,02B5C5ADC792,121,103
2025-09-22,02B742646A0E,147,138
2025-09-22,02BAD919855D,82,77
2025-09-22,02BD26A4C3A0,247,226
2025-09-22,02C0F45F31E7,75,6
2025-09-22,02CFFA3A3F35,103,95
2025-09-22,02D49A34B2FE,418,390
2025-09-22,02D4DFEF402A,132,124
2025-09-22,02D7623552C8,141,105
2025-09-22,02DC03A0F1E6,156,147
2025-09-22,02E12310186C,391,241
2025-09-22,02EBC6CD4398,109,97
2025-09-22,02F093C88F2E,127,123
2025-09-22,02F18EEE028A,446,290
2025-09-22,02F56F7C8E0B,167,148
2025-09-22,02F5CE7705EC,387,132
2025-09-22,02F98EB34A7A,321,303
2025-09-22,02FBDD4A2C43,78,60
2025-09-22,060C5773A61B,116,99
2025-09-22,060EE3CB4779,69,61
2025-09-22,06132D7396F8,96,85
2025-09-22,0616F247083A,546,508
2025-09-22,061A4322745C,173,160
2025-09-22,06238EE3BE6C,228,217
2025-09-22,062EA113798F,179,160
2025-09-22,0634F78DB4C5,68,63
2025-09-22,0639EA5602C1,113,108
2025-09-22,0644582257D9,140,132
2025-09-22,064AED1EC0AA,195,173
2025-09-22,064BE19B0A9E,143,135
2025-09-22,064C94C771EC,205,200
2025-09-22,064E66B5367B,208,202
2025-09-22,06509A84E873,269,258
2025-09-22,065B928716CD,108,101
2025-09-22,065C003A8D0C,267,232
2025-09-22,066430BA5119,399,377
2025-09-22,0665C3FE6D67,169,145
2025-09-22,06711BE6AD2A,117,112
2025-09-22,06787526FEB3,47,26
2025-09-22,0683D2A8DA42,69,64
2025-09-22,068553B3AA23,114,107
2025-09-22,0687F36E02C6,302,279
2025-09-22,0693096C4C42,306,270
2025-09-22,069357B9F15F,204,192
2025-09-22,06981FD8AA87,139,126
2025-09-22,069A98DEEB1D,262,228
2025-09-22,06AA1DE70CBF,69,62
2025-09-22,06AAA28A5D6B,172,169
2025-09-22,06AEE181F595,340,234
2025-09-22,06B162DC93E3,168,158
2025-09-22,06B641B75B29,442,333
2025-09-22,06C0D5E3BCDB,251,222
2025-09-22,06C0F27E810B,110,103
2025-09-22,06C67619095C,393,372
2025-09-22,06C77FEA9550,54,48
2025-09-22,06C98DF4F0FA,263,246
2025-09-22,06CE0F3CFB3C,61,46
2025-09-22,06D0342253A0,63,61
2025-09-22,06D388A19D5D,130,126
2025-09-22,06D6B7018E15,306,292
2025-09-22,06D7F6C73E0C,244,231
2025-09-22,06D84598CCB4,122,116
2025-09-22,06DAF11BD38F,418,368
2025-09-22,06DF118D7989,54,50
2025-09-22,06EA136A2996,205,154
2025-09-22,06EDBAE64B57,256,250
2025-09-22,06EEBD283262,99,88
2025-09-22,06EFD61B80ED,154,147
2025-09-22,06F2469B50EF,102,93
2025-09-22,06F2CDBD2C41,150,76
2025-09-22,06F40EA87663,148,131
2025-09-22,06F49BD8F572,149,58
2025-09-22,06FDA7D7B22A,245,223
2025-09-22,06FFEC2EFA5E,249,230
2025-09-22,0A0B47664A85,40,38
2025-09-22,0A10201AFE0A,53,52
2025-09-22,0A1037E90A63,228,218
2025-09-22,0A10A5A5056E,210,198
2025-09-22,0A15BC628AFC,109,98
2025-09-22,0A182EFD3C61,124,105
2025-09-22,0A184A2E46B7,80,24
2025-09-22,0A19C62F4F6D,77,66
2025-09-22,0A1FB1C98A92,131,52
2025-09-22,0A23474F1944,123,117
2025-09-22,0A25F6E3466C,69,51
2025-09-22,0A268A7E40CD,123,119
2025-09-22,0A272C5A2C9B,70,61
2025-09-22,0A2778A31BE3,140,134
2025-09-22,0A3528D089D9,166,157
2025-09-22,0A3983033084,184,170
2025-09-22,0A42B2DB6370,114,112
2025-09-22,0A4673793B3E,549,526
2025-09-22,0A485668F5C0,127,119
2025-09-22,0A4C884F240A,223,187
2025-09-22,0A4E33E2692B,170,81
2025-09-22,0A52DDE896BF,44,16
2025-09-22,0A55DA266F71,120,108
2025-09-22,0A568E79FEF6,94,85
2025-09-22,0A57338657F8,88,86
2025-09-22,0A57A684E20B,153,140
2025-09-22,0A5C1439B384,324,287
2025-09-22,0A5D017E401E,213,64
2025-09-22,0A5E96449374,65,44
2025-09-22,0A61E3165158,199,197
2025-09-22,0A62EECEEBD1,251,244
2025-09-22,0A6324E3E043,143,123
2025-09-22,0A6390E0FBA4,57,48
2025-09-22,0A663B6B4B28,136,117
2025-09-22,0A682ED9C6DD,217,146
2025-09-22,0A68A2032450,136,69
2025-09-22,0A68DF0B3D07,146,146
2025-09-22,0A68F38A6ACF,78,39
2025-09-22,0A6C571A1550,198,196
2025-09-22,0A6D3595373D,152,149
2025-09-22,0A6DA0C82CCB,174,164
2025-09-22,0A71A6F9D6C6,279,267
2025-09-22,0A78FAF47B00,82,72
2025-09-22,0A7AAFDD9E11,248,211
2025-09-22,0A7AC5BDAF86,305,100
2025-09-22,0A800188C20F,204,187
2025-09-22,0A8407CF4D85,236,220
2025-09-22,0A87B8C2734F,154,132
2025-09-22,0A8EA87BB037,320,294
2025-09-22,0A9547C11A56,244,229
2025-09-22,0A96EACD8070,208,171
2025-09-22,0A974F5D7D8C,62,61
2025-09-22,0A9A3BFD6C9B,129,124
2025-09-22,0AA18F330F59,156,56
2025-09-22,0AA2818A7B27,196,184
2025-09-22,0AA296FF247D,273,247
2025-09-22,0AA2F2CAB50B,187,105
2025-09-22,0AA3F18DE550,131,125
2025-09-22,0AA473D2FC17,202,130
2025-09-22,0AA4B065E5A5,125,67
2025-09-22,0AA9051FFFFA,156,151
2025-09-22,0AB410184143,197,180
2025-09-22,0AB5F9C21BF8,258,233
2025-09-22,0AB6B45C775A,199,171
2025-09-22,0AB97B7632EB,245,235
2025-09-22,0ABC8E60F4C1,81,71
2025-09-22,0ABD2E513F79,189,156
2025-09-22,0ABE42BE4165,222,220
2025-09-22,0AC437023B18,138,125
2025-09-22,0AD276FC5E27,147,134
2025-09-22,0AD2C92E9756,198,179
2025-09-22,0ADD02AB693D,204,189
2025-09-22,0AE03793586F,114,94
2025-09-22,0AE21E7A17E4,205,188
2025-09-22,0AE6BF39C720,77,74
2025-09-22,0AEF10F3A994,72,40
2025-09-22,0AF1F0E3B640,120,112
2025-09-22,0AF51D7D0F73,254,233
2025-09-22,0AF8DCB98E4B,43,32
2025-09-22,0AF9846E92DD,169,123
2025-09-22,0AFB7B311996,193,176
2025-09-22,0AFE702BB093,222,181
2025-09-22,0AFFC263C0D9,99,52
2025-09-22,0E03D8F69853,69,25
2025-09-22,0E0A8D6EB6B9,336,308
2025-09-22,0E0C3EB7915D,92,88
2025-09-22,0E0E2996F51A,92,79
2025-09-22,0E113B01A9A2,59,57
2025-09-22,0E11F69747A8,740,719
2025-09-22,0E121B6B8661,128,123
2025-09-22,0E1B6F4DBA34,192,174
2025-09-22,0E1C622E61BC,94,83
2025-09-22,0E1D7CA1DB0C,525,511
2025-09-22,0E21C239D865,274,255
2025-09-22,0E2575C7EE05,225,199
2025-09-22,0E2728C481CA,103,94
2025-09-22,0E293C5E4650,57,53
2025-09-22,0E2DEE345837,262,252
2025-09-22,0E31C429C185,87,82
2025-09-22,0E34282F4B53,209,186
2025-09-22,0E3D06A07E94,113,82
2025-09-22,0E3D96237639,177,80
2025-09-22,0E41CF7F74D5,380,335
2025-09-22,0E462188408C,175,172
2025-09-22,0E4CE5FB4405,398,356
2025-09-22,0E50A5B2E5C4,344,325
2025-09-22,0E543D410B0C,157,143
2025-09-22,0E55F28AB569,99,93
2025-09-22,0E5A9CEA8093,366,334
2025-09-22,0E5CD9B19DCB,281,259
2025-09-22,0E5DFCF65AD4,154,150
2025-09-22,0E61D34F9993,169,51
2025-09-22,0E69783262BE,201,174
2025-09-22,0E69C64B6E57,184,178
2025-09-22,0E6A7794AFC7,251,238
2025-09-22,0E6ACE6D3146,315,307
2025-09-22,0E6D2CBAED41,146,125
2025-09-22,0E752F1B295C,323,249
2025-09-22,0E7A8A5414C2,235,230
2025-09-22,0E892C46A442,150,148
2025-09-22,0E89F7D5B5BD,259,240
2025-09-22,0E8B8566815B,267,246
2025-09-22,0E8CF9CA526F,40,40
2025-09-22,0E8F36DAB9C2,125,106
2025-09-22,0E9761D8EB58,324,55
2025-09-22,0E9A30D927A5,301,271
2025-09-22,0E9DC914D8DF,151,144
2025-09-22,0EA0447DA91C,134,81
2025-09-22,0EA22CFA3A24,141,133
2025-09-22,0EA52A2A7581,144,138
2025-09-22,0EAEFEAEFB09,330,324
2025-09-22,0EB04F2114F4,259,253
2025-09-22,0EB6B31D8AFB,196,178
2025-09-22,0EBF1B27CDE1,61,55
2025-09-22,0EC8A35D0C20,151,115
2025-09-22,0ED0849FD6D8,80,72
2025-09-22,0ED1E9DBD593,282,258
2025-09-22,0ED4052A2763,273,258
2025-09-22,0ED5057ECE3F,357,315
2025-09-22,0EDC7177CCA9,72,70
2025-09-22,0EE071F7B24A,142,79
2025-09-22,0EE09EDA649F,259,240
2025-09-22,0EE317BA7C52,107,36
2025-09-22,0EE51B79E853,97,90
2025-09-22,0EE78E4317BB,92,89
2025-09-22,0EE9497950EE,769,685
2025-09-22,0EEA98D1BFDB,587,566
2025-09-22,0EECB108FF91,138,131
2025-09-22,0EF023E6452D,123,106
2025-09-22,0EF08481B333,247,214
2025-09-22,0EF437108E63,279,141
2025-09-22,0EF47B410B41,137,122
2025-09-22,0EFD600E2623,149,139
2025-09-29,0202CB0A6B1F,166,158
2025-09-29,02043B6BA08B,475,438
2025-09-29,02075B45BF24,146,113
2025-09-29,02091DF7CCB8,128,66
2025-09-29,02097AB58D3C,315,302
2025-09-29,020CC6FB9659,208,180
2025-09-29,02132677328F,311,102
2025-09-29,02142F017781,214,190
2025-09-29,02145826103B,129,116
2025-09-29,0217820BFFB2,162,147
2025-09-29,021D82B56A3F,131,118
2025-09-29,02251388D3A2,92,79
2025-09-29,0228A99EE35A,121,120
2025-09-29,022C6F326E3B,156,146
2025-09-29,022DB47C41AC,136,124
2025-09-29,023015602FAA,179,172
2025-09-29,0230D261A1CD,240,114
2025-09-29,0230EEF72435,351,344
2025-09-29,02314F9A9168,194,186
2025-09-29,023257D29366,221,221
2025-09-29,023270320B57,127,122
2025-09-29,02388A18854F,93,87
2025-09-29,0239AD51B7AF,109,105
2025-09-29,023A663EFD87,202,198
2025-09-29,023AD5204E1C,90,87
2025-09-29,023ADDDECF84,60,54
2025-09-29,02423E0E6E9F,297,259
2025-09-29,024570739DE0,106,105
2025-09-29,02478CD90F3A,106,94
2025-09-29,024DD3A9ADCA,187,163
2025-09-29,024ED433BF7D,86,79
2025-09-29,0253BB40EDA6,281,269
2025-09-29,0257E855DBCE,125,43
2025-09-29,0259991BA036,579,240
2025-09-29,026A6007FA48,208,171
2025-09-29,027137436C87,482,453
2025-09-29,0278E06A2F67,90,86
2025-09-29,0279D2AC6ACE,295,292
2025-09-29,027B2DC4EA84,294,283
2025-09-29,027D07FC97FC,158,124
2025-09-29,027FE9CED489,67,62
2025-09-29,028764AA026E,119,106
2025-09-29,02892F51E1CB,127,106
2025-09-29,0289694A6E5B,155,150
2025-09-29,028B24EADDAD,211,176
2025-09-29,028CC0AE5719,185,179
2025-09-29,0293918A963F,102,100
2025-09-29,02980E461859,122,112
2025-09-29,029A2B32D17E,194,163
2025-09-29,029C03C2BF19,107,91
2025-09-29,029DA26B1A92,109,109
2025-09-29,02A80292CB97,106,83
2025-09-29,02B5C5ADC792,121,104
2025-09-29,02B742646A0E,147,143
2025-09-29,02BAD919855D,82,79
2025-09-29,02BD26A4C3A0,247,224
2025-09-29,02C0F45F31E7,75,4
2025-09-29,02CFFA3A3F35,103,100
2025-09-29,02D49A34B2FE,418,395
2025-09-29,02D4DFEF402A,132,126
2025-09-29,02D7623552C8,141,111
2025-09-29,02DC03A0F1E6,156,139
2025-09-29,02E12310186C,391,186
2025-09-29,02EBC6CD4398,109,91
2025-09-29,02F093C88F2E,127,116
2025-09-29,02F18EEE028A,446,201
2025-09-29,02F56F7C8E0B,167,155
2025-09-29,02F5CE7705EC,387,244
2025-09-29,02F98EB34A7A,321,310
2025-09-29,02FBDD4A2C43,78,63
2025-09-29,060C5773A61B,116,100
2025-09-29,060EE3CB4779,69,57
2025-09-29,06132D7396F8,96,88
2025-09-29,0616F247083A,546,487
2025-09-29,061A4322745C,173,149
2025-09-29,06238EE3BE6C,228,220
2025-09-29,062EA113798F,179,159
2025-09-29,0634F78DB4C5,68,59
2025-09-29,0639EA5602C1,113,107
2025-09-29,0644582257D9,140,134
2025-09-29,064AED1EC0AA,195,171
2025-09-29,064BE19B0A9E,143,130
2025-09-29,064C94C771EC,205,200
2025-09-29,064E66B5367B,208,202
2025-09-29,06509A84E873,269,263
2025-09-29,065B928716CD,108,95
2025-09-29,065C003A8D0C,267,220
2025-09-29,066430BA5119,399,377
2025-09-29,0665C3FE6D67,169,158
2025-09-29,06711BE6AD2A,117,107
2025-09-29,06787526FEB3,47,31
2025-09-29,0683D2A8DA42,69,63
2025-09-29,068553B3AA23,114,105
2025-09-29,0687F36E02C6,302,292
2025-09-29,0693096C4C42,306,283
2025-09-29,069357B9F15F,204,196
2025-09-29,06981FD8AA87,139,124
2025-09-29,069A98DEEB1D,262,229
2025-09-29,06AA1DE70CBF,69,63
2025-09-29,06AAA28A5D6B,172,161
2025-09-29,06AEE181F595,340,263
2025-09-29,06B162DC93E3,168,161
2025-09-29,06B641B75B29,442,357
2025-09-29,06C0D5E3BCDB,251,227
2025-09-29,06C0F27E810B,110,102
2025-09-29,06C67619095C,393,347
2025-09-29,06C77FEA9550,54,47
2025-09-29,06C98DF4F0FA,263,234
2025-09-29,06CE0F3CFB3C,61,52
2025-09-29,06D0342253A0,63,62
2025-09-29,06D388A19D5D,130,117
2025-09-29,06D6B7018E15,306,288
2025-09-29,06D7F6C73E0C,244,233
2025-09-29,06D84598CCB4,122,107
2025-09-29,06DAF11BD38F,418,366
2025-09-29,06DF118D7989,54,48
2025-09-29,06EA136A2996,205,166
2025-09-29,06EDBAE64B57,256,246
2025-09-29,06EEBD283262,99,99
2025-09-29,06EFD61B80ED,154,152
2025-09-29,06F2469B50EF,102,95
2025-09-29,06F2CDBD2C41,150,48
2025-09-29,06F40EA87663,148,128
2025-09-29,06F49BD8F572,149,72
2025-09-29,06FDA7D7B22A,245,227
2025-09-29,06FFEC2EFA5E,249,233
2025-09-29,0A0B47664A85,40,37
2025-09-29,0A10201AFE0A,53,50
2025-09-29,0A1037E90A63,228,213
2025-09-29,0A10A5A5056E,210,203
2025-09-29,0A15BC628AFC,109,87
2025-09-29,0A182EFD3C61,124,111
2025-09-29,0A184A2E46B7,80,43
2025-09-29,0A19C62F4F6D,77,65
2025-09-29,0A1FB1C98A92,131,26
2025-09-29,0A23474F1944,123,123
2025-09-29,0A25F6E3466C,69,57
2025-09-29,0A268A7E40CD,123,115
2025-09-29,0A272C5A2C9B,70,63
2025-09-29,0A2778A31BE3,140,128
2025-09-29,0A3528D089D9,166,161
2025-09-29,0A3983033084,184,170
2025-09-29,0A42B2DB6370,114,103
2025-09-29,0A4673793B3E,549,501
2025-09-29,0A485668F5C0,127,112
2025-09-29,0A4C884F240A,223,181
2025-09-29,0A4E33E2692B,170,45
2025-09-29,0A52DDE896BF,44,21
2025-09-29,0A55DA266F71,120,99
2025-09-29,0A568E79FEF6,94,88
2025-09-29,0A57338657F8,88,85
2025-09-29,0A57A684E20B,153,138
2025-09-29,0A5C1439B384,324,297
2025-09-29,0A5D017E401E,213,57
2025-09-29,0A5E96449374,65,40
2025-09-29,0A61E3165158,199,191
2025-09-29,0A62EECEEBD1,251,239
2025-09-29,0A6324E3E043,143,95
2025-09-29,0A6390E0FBA4,57,48
2025-09-29,0A663B6B4B28,136,121
2025-09-29,0A682ED9C6DD,217,157
2025-09-29,0A68A2032450,136,58
2025-09-29,0A68DF0B3D07,146,137
2025-09-29,0A68F38A6ACF,78,49
2025-09-29,0A6C571A1550,198,181
2025-09-29,0A6D3595373D,152,135
2025-09-29,0A6DA0C82CCB,174,169
2025-09-29,0A71A6F9D6C6,279,269
2025-09-29,0A78FAF47B00,82,72
2025-09-29,0A7AAFDD9E11,248,219
2025-09-29,0A7AC5BDAF86,305,53
2025-09-29,0A800188C20F,204,186
2025-09-29,0A8407CF4D85,236,223
2025-09-29,0A87B8C2734F,154,137
2025-09-29,0A8EA87BB037,320,283
2025-09-29,0A9547C11A56,244,226
2025-09-29,0A96EACD8070,208,184
2025-09-29,0A974F5D7D8C,62,53
2025-09-29,0A9A3BFD6C9B,129,123
2025-09-29,0AA18F330F59,156,85
2025-09-29,0AA2818A7B27,196,183
2025-09-29,0AA296FF247D,273,255
2025-09-29,0AA2F2CAB50B,187,87
2025-09-29,0AA3F18DE550,131,121
2025-09-29,0AA473D2FC17,202,152
2025-09-29,0AA4B065E5A5,125,83
2025-09-29,0AA9051FFFFA,156,154
2025-09-29,0AB410184143,197,181
2025-09-29,0AB5F9C21BF8,258,239
2025-09-29,0AB6B45C775A,199,159
2025-09-29,0AB97B7632EB,245,241
2025-09-29,0ABC8E60F4C1,81,77
2025-09-29,0ABD2E513F79,189,161
2025-09-29,0ABE42BE4165,222,205
2025-09-29,0AC437023B18,138,126
2025-09-29,0AD276FC5E27,147,131
2025-09-29,0AD2C92E9756,198,177
2025-09-29,0ADD02AB693D,204,189
2025-09-29,0AE03793586F,114,109
2025-09-29,0AE21E7A17E4,205,182
2025-09-29,0AE6BF39C720,77,72
2025-09-29,0AEF10F3A994,72,22
2025-09-29,0AF1F0E3B640,120,108
2025-09-29,0AF51D7D0F73,254,228
2025-09-29,0AF8DCB98E4B,43,37
2025-09-29,0AF9846E92DD,169,95
2025-09-29,0AFB7B311996,193,162
2025-09-29,0AFE702BB093,222,191
2025-09-29,0AFFC263C0D9,99,61
2025-09-29,0E03D8F69853,69,30
2025-09-29,0E0A8D6EB6B9,336,287
2025-09-29,0E0C3EB7915D,92,82
2025-09-29,0E0E2996F51A,92,83
2025-09-29,0E113B01A9A2,59,57
2025-09-29,0E11F69747A8,740,711
2025-09-29,0E121B6B8661,128,109
2025-09-29,0E1B6F4DBA34,192,172
2025-09-29,0E1C622E61BC,94,84
2025-09-29,0E1D7CA1DB0C,525,508
2025-09-29,0E21C239D865,274,257
2025-09-29,0E2575C7EE05,225,210
2025-09-29,0E2728C481CA,103,91
2025-09-29,0E293C5E4650,57,54
2025-09-29,0E2DEE345837,262,240
2025-09-29,0E31C429C185,87,83
2025-09-29,0E34282F4B53,209,191
2025-09-29,0E3D06A07E94,113,87
2025-09-29,0E3D96237639,177,53
2025-09-29,0E41CF7F74D5,380,358
2025-09-29,0E462188408C,175,166
2025-09-29,0E4CE5FB4405,398,329
2025-09-29,0E50A5B2E5C4,344,305
2025-09-29,0E543D410B0C,157,136
2025-09-29,0E55F28AB569,99,96
2025-09-29,0E5A9CEA8093,366,328
2025-09-29,0E5CD9B19DCB,281,270
2025-09-29,0E5DFCF65AD4,154,146
2025-09-29,0E61D34F9993,169,53
2025-09-29,0E69783262BE,201,193
2025-09-29,0E69C64B6E57,184,176
2025-09-29,0E6A7794AFC7,251,237
2025-09-29,0E6ACE6D3146,315,302
2025-09-29,0E6D2CBAED41,146,124
2025-09-29,0E752F1B295C,323,281
2025-09-29,0E7A8A5414C2,235,220
2025-09-29,0E892C46A442,150,145
2025-09-29,0E89F7D5B5BD,259,218
2025-09-29,0E8B8566815B,267,254
2025-09-29,0E8CF9CA526F,40,37
2025-09-29,0E8F36DAB9C2,125,110
2025-09-29,0E9761D8EB58,324,51
2025-09-29,0E9A30D927A5,301,268
2025-09-29,0E9DC914D8DF,151,148
2025-09-29,0EA0447DA91C,134,58
2025-09-29,0EA22CFA3A24,141,134
2025-09-29,0EA52A2A7581,144,132
2025-09-29,0EAEFEAEFB09,330,321
2025-09-29,0EB04F2114F4,259,249
2025-09-29,0EB6B31D8AFB,196,181
2025-09-29,0EBF1B27CDE1,61,57
2025-09-29,0EC8A35D0C20,151,136
2025-09-29,0ED0849FD6D8,80,55
2025-09-29,0ED1E9DBD593,282,263
2025-09-29,0ED4052A2763,273,259
2025-09-29,0ED5057ECE3F,357,321
2025-09-29,0EDC7177CCA9,72,66
2025-09-29,0EE071F7B24A,142,101
2025-09-29,0EE09EDA649F,259,228
2025-09-29,0EE317BA7C52,107,27
2025-09-29,0EE51B79E853,97,90
2025-09-29,0EE78E4317BB,92,89
2025-09-29,0EE9497950EE,769,724
2025-09-29,0EEA98D1BFDB,587,549
2025-09-29,0EECB108FF91,138,133
2025-09-29,0EF023E6452D,123,118
2025-09-29,0EF08481B333,247,222
2025-09-29,0EF437108E63,279,168
2025-09-29,0EF47B410B41,137,118
2025-09-29,0EFD600E2623,149,148
2025-10-06,0202CB0A6B1F,166,162
2025-10-06,02043B6BA08B,475,430
2025-10-06,02075B45BF24,146,124
2025-10-06,02091DF7CCB8,128,64
2025-10-06,02097AB58D3C,315,296
2025-10-06,020CC6FB9659,208,194
2025-10-06,02132677328F,311,86
2025-10-06,02142F017781,214,185
2025-10-06,02145826103B,129,114
2025-10-06,0217820BFFB2,162,148
2025-10-06,021D82B56A3F,131,121
2025-10-06,02251388D3A2,92,91
2025-10-06,0228A99EE35A,121,109
2025-10-06,022C6F326E3B,156,148
2025-10-06,022DB47C41AC,136,131
2025-10-06,023015602FAA,179,168
2025-10-06,0230D261A1CD,240,77
2025-10-06,0230EEF72435,351,341
2025-10-06,02314F9A9168,194,188
2025-10-06,023257D29366,221,199
2025-10-06,023270320B57,127,115
2025-10-06,02388A18854F,93,89
2025-10-06,0239AD51B7AF,109,100
2025-10-06,023A663EFD87,202,186
2025-10-06,023AD5204E1C,90,87
2025-10-06,023ADDDECF84,60,43
2025-10-06,02423E0E6E9F,297,285
2025-10-06,024570739DE0,106,96
2025-10-06,02478CD90F3A,106,87
2025-10-06,024DD3A9ADCA,187,172
2025-10-06,024ED433BF7D,86,77
2025-10-06,0253BB40EDA6,281,254
2025-10-06,0257E855DBCE,125,29
2025-10-06,0259991BA036,579,235
2025-10-06,026A6007FA48,208,188
2025-10-06,027137436C87,482,477
2025-10-06,0278E06A2F67,90,82
2025-10-06,0279D2AC6ACE,295,285
2025-10-06,027B2DC4EA84,294,277
2025-10-06,027D07FC97FC,158,115
2025-10-06,027FE9CED489,67,66
2025-10-06,028764AA026E,119,111
2025-10-06,02892F51E1CB,127,95
2025-10-06,0289694A6E5B,155,142
2025-10-06,028B24EADDAD,211,176
2025-10-06,028CC0AE5719,185,167
2025-10-06,0293918A963F,102,102
2025-10-06,02980E461859,122,119
2025-10-06,029A2B32D17E,194,180
2025-10-06,029C03C2BF19,107,97
2025-10-06,029DA26B1A92,109,104
2025-10-06,02A80292CB97,106,93
2025-10-06,02B5C5ADC792,121,103
2025-10-06,02B742646A0E,147,138
2025-10-06,02BAD919855D,82,77
2025-10-06,02BD26A4C3A0,247,214
2025-10-06,02C0F45F31E7,75,4
2025-10-06,02CFFA3A3F35,103,98
2025-10-06,02D49A34B2FE,418,364
2025-10-06,02D4DFEF402A,132,129
2025-10-06,02D7623552C8,141,118
2025-10-06,02DC03A0F1E6,156,143
2025-10-06,02E12310186C,391,189
2025-10-06,02EBC6CD4398,109,106
2025-10-06,02F093C88F2E,127,116
2025-10-06,02F18EEE028A,446,190
2025-10-06,02F56F7C8E0B,167,157
2025-10-06,02F5CE7705EC,387,267
2025-10-06,02F98EB34A7A,321,313
2025-10-06,02FBDD4A2C43,78,67
2025-10-06,060C5773A61B,116,111
2025-10-06,060EE3CB4779,69,66
2025-10-06,06132D7396F8,96,68
2025-10-06,0616F247083A,546,503
2025-10-06,061A4322745C,173,157
2025-10-06,06238EE3BE6C,228,219
2025-10-06,062EA113798F,179,175
2025-10-06,0634F78DB4C5,68,59
2025-10-06,0639EA5602C1,113,102
2025-10-06,0644582257D9,140,133
2025-10-06,064AED1EC0AA,195,178
2025-10-06,064BE19B0A9E,143,139
2025-10-06,064C94C771EC,205,204
2025-10-06,064E66B5367B,208,200
2025-10-06,06509A84E873,269,261
2025-10-06,065B928716CD,108,99
2025-10-06,065C003A8D0C,267,233
2025-10-06,066430BA5119,399,386
